date,symbol,open,high,low,close,volume
2019-01-30,AAPL,148.93,149.47,146.73,147.08,7807155.0
2019-01-30,MSFT,105.67,107.28,105.44,107.0,7412974.0
2019-01-31,AAPL,147.08,150.84,146.89,150.58,9457789.0
2019-01-31,MSFT,107.0,107.62,105.64,106.34,13426079.0
2019-02-01,AAPL,150.58,152.75,149.33,150.21,24624047.0
2019-02-01,MSFT,106.34,107.29,106.16,106.84,11207103.0
2019-02-04,AAPL,150.21,150.29,149.02,149.06,20186684.0
2019-02-04,MSFT,106.84,106.92,106.3,106.42,7602814.0
2019-02-05,AAPL,149.06,149.99,147.84,148.13,18870635.0
2019-02-05,MSFT,106.42,108.05,105.82,107.2,12333520.0
2019-02-06,AAPL,148.13,152.32,146.64,149.69,26414660.0
2019-02-06,MSFT,107.2,107.88,107.07,107.81,25842840.0
2019-02-07,AAPL,149.69,152.17,148.97,150.79,12678282.0
2019-02-07,MSFT,107.81,107.85,107.18,107.2,22939595.0
2019-02-08,AAPL,150.79,152.45,150.36,152.03,17582421.0
2019-02-08,MSFT,107.2,107.33,104.67,105.02,10225928.0
2019-02-11,AAPL,152.03,153.68,151.73,153.34,20211259.0
2019-02-11,MSFT,105.02,105.49,104.77,105.3,21852604.0
2019-02-12,AAPL,153.34,159.88,153.04,159.74,23496709.0
2019-02-12,MSFT,105.3,105.57,104.39,105.0,16292482.0
2019-02-13,AAPL,159.74,161.18,156.13,158.59,13302529.0
2019-02-13,MSFT,105.0,105.32,101.72,101.96,23677002.0
2019-02-14,AAPL,158.59,159.21,156.85,157.12,20840874.0
2019-02-14,MSFT,101.96,103.08,101.59,102.81,11182243.0
2019-02-15,AAPL,157.12,157.85,154.18,154.79,16208943.0
2019-02-15,MSFT,102.81,104.42,102.8,104.42,6543876.0
2019-02-18,AAPL,154.79,159.18,153.4,156.67,18548950.0
2019-02-18,MSFT,104.42,108.76,104.36,108.7,12821044.0
2019-02-19,AAPL,156.67,160.28,156.47,160.11,26566603.0
2019-02-19,MSFT,108.7,108.86,108.03,108.07,29847855.0
2019-02-20,AAPL,160.11,161.14,159.45,159.83,14841344.0
2019-02-20,MSFT,108.07,108.16,106.89,107.2,18895971.0
2019-02-21,AAPL,159.83,160.32,157.17,157.38,21704161.0
2019-02-21,MSFT,107.2,107.33,105.26,105.38,6360500.0
2019-02-22,AAPL,157.38,157.75,154.57,155.01,28549793.0
2019-02-22,MSFT,105.38,106.72,103.9,105.76,29384887.0
2019-02-25,AAPL,155.01,157.71,154.69,157.0,24060045.0
2019-02-25,MSFT,105.76,106.46,105.35,106.14,25643694.0
2019-02-26,AAPL,157.0,159.88,156.47,159.28,29718080.0
2019-02-26,MSFT,106.14,106.48,104.73,104.83,18592497.0
2019-02-27,AAPL,159.28,162.18,155.97,160.99,19587338.0
2019-02-27,MSFT,104.83,105.91,101.87,104.57,23506723.0
2019-02-28,AAPL,160.99,161.35,158.93,159.05,12048787.0
2019-02-28,MSFT,104.57,104.76,101.11,101.4,9619253.0
2019-03-01,AAPL,159.05,160.9,158.33,159.81,29784951.0
2019-03-01,MSFT,101.4,103.73,100.74,102.93,19794044.0
2019-03-04,AAPL,159.81,160.79,158.93,160.23,21114411.0
2019-03-04,MSFT,102.93,103.24,101.22,101.72,27824777.0
2019-03-05,AAPL,160.23,161.03,160.17,160.96,11035251.0
2019-03-05,MSFT,101.72,102.42,101.28,101.7,15971429.0
2019-03-06,AAPL,160.96,163.83,160.75,163.71,12929732.0
2019-03-06,MSFT,101.7,102.4,98.91,99.48,5973838.0
2019-03-07,AAPL,163.71,165.24,163.47,164.47,11557279.0
2019-03-07,MSFT,99.48,99.53,98.55,98.6,23928308.0
2019-03-08,AAPL,164.47,167.44,162.89,166.66,25840184.0
2019-03-08,MSFT,98.6,98.77,98.02,98.21,23252408.0
2019-03-11,AAPL,166.66,167.28,166.45,166.94,7313973.0
2019-03-11,MSFT,98.21,98.68,97.62,98.22,23496445.0
2019-03-12,AAPL,166.94,170.94,165.87,167.93,23497647.0
2019-03-12,MSFT,98.22,99.16,97.97,99.0,21210663.0
2019-03-13,AAPL,167.93,170.17,167.59,170.01,18850487.0
2019-03-13,MSFT,99.0,101.77,98.57,101.31,8429458.0
2019-03-14,AAPL,170.01,170.39,164.92,165.47,6836815.0
2019-03-14,MSFT,101.31,102.75,101.2,102.52,7863557.0
2019-03-15,AAPL,165.47,165.95,163.88,164.54,20333980.0
2019-03-15,MSFT,102.52,104.32,102.16,104.12,24815811.0
2019-03-18,AAPL,164.54,165.07,162.54,163.15,23828784.0
2019-03-18,MSFT,104.12,106.77,104.01,106.56,26378301.0
2019-03-19,AAPL,163.15,163.34,160.98,161.26,23149039.0
2019-03-19,MSFT,106.56,107.99,106.34,107.56,6963924.0
2019-03-20,AAPL,161.26,161.56,160.07,160.49,18212852.0
2019-03-20,MSFT,107.56,107.67,107.47,107.53,19525625.0
2019-03-21,AAPL,160.49,165.63,159.65,165.16,13386148.0
2019-03-21,MSFT,107.53,110.75,106.45,109.29,17513653.0
2019-03-22,AAPL,165.16,167.27,160.08,162.54,9096098.0
2019-03-22,MSFT,109.29,111.39,109.04,111.19,13751084.0
2019-03-25,AAPL,162.54,166.73,161.72,165.61,5306420.0
2019-03-25,MSFT,111.19,112.51,111.08,112.37,21127045.0
2019-03-26,AAPL,165.61,165.79,160.22,160.5,13988835.0
2019-03-26,MSFT,112.37,112.5,109.7,109.87,27855290.0
2019-03-27,AAPL,160.5,160.79,159.15,159.55,20805738.0
2019-03-27,MSFT,109.87,109.96,108.43,108.46,25542221.0
2019-03-28,AAPL,159.55,161.67,158.47,160.11,5941409.0
2019-03-28,MSFT,108.46,109.18,106.98,108.03,8827341.0
2019-03-29,AAPL,160.11,162.37,159.5,161.96,29967387.0
2019-03-29,MSFT,108.03,109.47,107.99,109.4,16577755.0
2019-04-01,AAPL,161.96,165.07,160.97,164.22,19648783.0
2019-04-01,MSFT,109.4,109.45,109.27,109.4,28393256.0
2019-04-02,AAPL,164.22,167.74,163.54,166.77,12363733.0
2019-04-02,MSFT,109.4,111.6,109.3,111.42,10921451.0
2019-04-03,AAPL,166.77,167.88,163.66,165.74,29052664.0
2019-04-03,MSFT,111.42,114.09,111.19,113.79,26351535.0
2019-04-04,AAPL,165.74,166.28,163.72,164.37,9598361.0
2019-04-04,MSFT,113.79,116.01,113.78,116.0,17266490.0
2019-04-05,AAPL,164.37,167.49,163.82,167.13,28939958.0
2019-04-05,MSFT,116.0,118.49,115.8,118.27,18034682.0
2019-04-08,AAPL,167.13,168.0,165.19,166.59,12044173.0
2019-04-08,MSFT,118.27,118.74,116.21,116.39,11255202.0
2019-04-09,AAPL,166.59,166.62,162.66,162.69,14493274.0
2019-04-09,MSFT,116.39,117.45,116.33,117.32,27982049.0
2019-04-10,AAPL,162.69,163.11,159.14,159.31,15635386.0
2019-04-10,MSFT,117.32,118.25,115.98,116.25,18218134.0
2019-04-11,AAPL,159.31,159.86,155.86,156.63,29870927.0
2019-04-11,MSFT,116.25,117.56,111.73,113.31,19371859.0
2019-04-12,AAPL,156.63,158.25,156.48,158.18,11272823.0
2019-04-12,MSFT,113.31,113.4,112.75,112.83,16562704.0
2019-04-15,AAPL,158.18,159.05,158.0,158.67,29321782.0
2019-04-15,MSFT,112.83,115.28,112.78,115.25,7232687.0
2019-04-16,AAPL,158.67,161.58,157.79,160.82,13674000.0
2019-04-16,MSFT,115.25,116.35,114.95,116.13,24512612.0
2019-04-17,AAPL,160.82,162.32,158.83,159.59,12129600.0
2019-04-17,MSFT,116.13,120.3,115.73,119.93,13214799.0
2019-04-18,AAPL,159.59,162.26,157.45,160.14,20955168.0
2019-04-18,MSFT,119.93,121.61,118.68,120.3,11002252.0
2019-04-19,AAPL,160.14,162.51,159.76,162.11,22343722.0
2019-04-19,MSFT,120.3,125.62,119.66,125.07,24551113.0
2019-04-22,AAPL,162.11,162.2,160.99,161.23,13625699.0
2019-04-22,MSFT,125.07,125.6,124.87,125.47,9999629.0
2019-04-23,AAPL,161.23,163.64,159.25,162.7,8351673.0
2019-04-23,MSFT,125.47,125.65,125.42,125.56,22068702.0
2019-04-24,AAPL,162.7,162.78,160.65,160.74,14901473.0
2019-04-24,MSFT,125.56,125.8,122.81,123.1,16854633.0
2019-04-25,AAPL,160.74,161.17,158.66,159.71,18510508.0
2019-04-25,MSFT,123.1,125.33,123.06,125.31,24998613.0
2019-04-26,AAPL,159.71,160.33,157.22,158.63,6000781.0
2019-04-26,MSFT,125.31,125.47,124.31,124.37,6262609.0
2019-04-29,AAPL,158.63,159.01,154.72,155.15,6966318.0
2019-04-29,MSFT,124.37,124.57,122.99,123.15,24364634.0
2019-04-30,AAPL,155.15,157.83,154.56,156.65,27948562.0
2019-04-30,MSFT,123.15,125.91,122.91,125.71,10733515.0
2019-05-01,AAPL,156.65,156.91,154.38,155.33,5896592.0
2019-05-01,MSFT,125.71,128.12,125.59,128.07,26765581.0
2019-05-02,AAPL,155.33,157.4,154.21,155.43,15172148.0
2019-05-02,MSFT,128.07,130.46,128.0,130.41,13842622.0
2019-05-03,AAPL,155.43,157.59,154.76,156.92,24097335.0
2019-05-03,MSFT,130.41,130.93,129.41,129.72,5174759.0
2019-05-06,AAPL,156.92,158.93,156.24,158.31,13203587.0
2019-05-06,MSFT,129.72,130.09,129.29,129.66,17190742.0
2019-05-07,AAPL,158.31,162.53,156.15,160.38,17369320.0
2019-05-07,MSFT,129.66,129.89,129.02,129.58,6368372.0
2019-05-08,AAPL,160.38,162.46,159.22,160.15,7162104.0
2019-05-08,MSFT,129.58,131.69,128.86,131.24,11735917.0
2019-05-09,AAPL,160.15,160.71,158.33,158.94,24860944.0
2019-05-09,MSFT,131.24,134.74,131.02,134.53,22917070.0
2019-05-10,AAPL,158.94,159.14,158.69,158.77,20854580.0
2019-05-10,MSFT,134.53,135.53,134.41,135.36,19015912.0
2019-05-13,AAPL,158.77,159.55,153.15,153.85,26291356.0
2019-05-13,MSFT,135.36,140.19,134.84,139.69,22719013.0
2019-05-14,AAPL,153.85,154.41,148.91,149.76,26595623.0
2019-05-14,MSFT,139.69,142.45,139.32,141.73,26960366.0
2019-05-15,AAPL,149.76,150.5,144.89,146.12,13770122.0
2019-05-15,MSFT,141.73,142.12,140.7,141.25,16700128.0
2019-05-16,AAPL,146.12,146.24,143.05,143.46,6028829.0
2019-05-16,MSFT,141.25,143.53,140.48,143.16,18593186.0
2019-05-17,AAPL,143.46,144.87,143.36,144.6,13658744.0
2019-05-17,MSFT,143.16,147.96,142.66,147.11,6456398.0
2019-05-20,AAPL,144.6,144.97,141.87,142.21,8631811.0
2019-05-20,MSFT,147.11,152.23,146.8,151.87,12170988.0
2019-05-21,AAPL,142.21,142.78,140.7,141.26,18332415.0
2019-05-21,MSFT,151.87,154.86,151.69,154.79,23105859.0
2019-05-22,AAPL,141.26,145.66,140.75,144.83,8659745.0
2019-05-22,MSFT,154.79,155.19,154.04,154.9,6549524.0
2019-05-23,AAPL,144.83,145.17,143.8,143.92,28047535.0
2019-05-23,MSFT,154.9,155.14,154.19,154.43,13980498.0
2019-05-24,AAPL,143.92,146.29,143.71,146.0,20056871.0
2019-05-24,MSFT,154.43,156.39,154.09,155.89,8416657.0
2019-05-27,AAPL,146.0,146.01,143.5,143.5,11325840.0
2019-05-27,MSFT,155.89,160.84,155.01,160.11,26434074.0
2019-05-28,AAPL,143.5,144.13,142.51,143.01,28030762.0
2019-05-28,MSFT,160.11,161.48,159.92,161.27,19030434.0
2019-05-29,AAPL,143.01,143.14,140.15,140.52,24242191.0
2019-05-29,MSFT,161.27,162.56,161.2,162.48,21111748.0
2019-05-30,AAPL,140.52,142.88,138.72,139.68,15944209.0
2019-05-30,MSFT,162.48,163.19,161.92,162.67,22092720.0
2019-05-31,AAPL,139.68,142.99,138.5,141.98,8662678.0
2019-05-31,MSFT,162.67,162.88,161.46,161.89,10607687.0
2019-06-03,AAPL,141.98,143.15,136.66,137.47,13595161.0
2019-06-03,MSFT,161.89,162.26,160.26,161.54,6241698.0
2019-06-04,AAPL,137.47,139.76,136.72,138.66,19600193.0
2019-06-04,MSFT,161.54,162.29,161.21,161.94,14944328.0
2019-06-05,AAPL,138.66,139.8,137.79,139.35,24146017.0
2019-06-05,MSFT,161.94,166.66,161.55,166.44,9638745.0
2019-06-06,AAPL,139.35,140.24,136.55,137.85,11548180.0
2019-06-06,MSFT,166.44,166.47,165.85,165.87,13049860.0
2019-06-07,AAPL,137.85,138.22,133.39,134.19,23564226.0
2019-06-07,MSFT,165.87,166.16,165.48,166.07,12977031.0
2019-06-10,AAPL,134.19,134.78,133.03,134.43,12070915.0
2019-06-10,MSFT,166.07,167.29,163.33,163.88,24550129.0
2019-06-11,AAPL,134.43,134.45,133.12,133.14,11168903.0
2019-06-11,MSFT,163.88,165.93,163.8,165.79,12994327.0
2019-06-12,AAPL,133.14,133.92,132.95,133.79,16175452.0
2019-06-12,MSFT,165.79,169.89,165.27,169.46,8783775.0
2019-06-13,AAPL,133.79,134.0,133.72,133.9,9020659.0
2019-06-13,MSFT,169.46,174.96,169.03,173.91,28960175.0
2019-06-14,AAPL,133.9,138.45,133.72,138.07,15116388.0
2019-06-14,MSFT,173.91,175.76,172.08,174.53,6226752.0
2019-06-17,AAPL,138.07,139.43,136.99,137.5,13945250.0
2019-06-17,MSFT,174.53,178.22,172.97,176.18,10094264.0
2019-06-18,AAPL,137.5,137.65,134.74,134.93,12001043.0
2019-06-18,MSFT,176.18,176.69,175.48,175.82,13681594.0
2019-06-19,AAPL,134.93,136.55,133.91,135.44,24390084.0
2019-06-19,MSFT,175.82,177.4,175.72,177.35,6563008.0
2019-06-20,AAPL,135.44,136.6,135.07,136.06,13293203.0
2019-06-20,MSFT,177.35,178.66,176.39,178.29,27485823.0
2019-06-21,AAPL,136.06,140.72,135.61,139.66,22376584.0
2019-06-21,MSFT,178.29,178.96,178.02,178.52,13825370.0
2019-06-24,AAPL,139.66,142.17,139.26,141.94,23007224.0
2019-06-24,MSFT,178.52,179.0,178.42,178.97,24556328.0
2019-06-25,AAPL,141.94,143.76,141.26,142.96,21646342.0
2019-06-25,MSFT,178.97,180.82,178.18,180.31,8361049.0
2019-06-26,AAPL,142.96,147.4,142.7,147.03,11733234.0
2019-06-26,MSFT,180.31,180.44,179.3,179.54,18040663.0
2019-06-27,AAPL,147.03,148.14,142.88,143.82,10913789.0
2019-06-27,MSFT,179.54,180.19,178.14,178.92,8164549.0
2019-06-28,AAPL,143.82,144.6,141.08,142.16,11928257.0
2019-06-28,MSFT,178.92,183.99,178.81,183.86,10791138.0
2019-07-01,AAPL,142.16,143.67,138.8,139.75,26874712.0
2019-07-01,MSFT,183.86,192.74,182.66,191.94,15186266.0
2019-07-02,AAPL,139.75,139.9,138.55,138.78,13492093.0
2019-07-02,MSFT,191.94,192.45,188.23,188.4,26567787.0
2019-07-03,AAPL,138.78,138.86,135.2,135.27,22425456.0
2019-07-03,MSFT,188.4,189.04,183.95,184.77,12659778.0
2019-07-04,AAPL,135.27,137.43,135.02,136.96,6058486.0
2019-07-04,MSFT,184.77,185.86,181.15,182.07,23869543.0
2019-07-05,AAPL,136.96,140.77,132.92,136.44,20358102.0
2019-07-05,MSFT,182.07,182.41,181.48,181.84,7293169.0
2019-07-08,AAPL,136.44,137.37,132.33,132.76,26718644.0
2019-07-08,MSFT,181.84,184.8,181.12,184.48,11288472.0
2019-07-09,AAPL,132.76,133.1,129.23,130.29,22717600.0
2019-07-09,MSFT,184.48,187.47,183.53,186.28,20107585.0
2019-07-10,AAPL,130.29,131.68,129.65,131.12,19560743.0
2019-07-10,MSFT,186.28,187.18,185.57,186.85,16706389.0
2019-07-11,AAPL,131.12,133.4,130.69,133.27,26225736.0
2019-07-11,MSFT,186.85,188.92,186.54,188.48,17542494.0
2019-07-12,AAPL,133.27,139.17,132.15,138.45,12453057.0
2019-07-12,MSFT,188.48,189.6,184.83,186.5,21957082.0
2019-07-15,AAPL,138.45,147.27,137.54,146.35,14419519.0
2019-07-15,MSFT,186.5,187.77,183.98,185.85,6927491.0
2019-07-16,AAPL,146.35,147.72,146.18,147.56,6735413.0
2019-07-16,MSFT,185.85,185.9,185.84,185.85,22386795.0
2019-07-17,AAPL,147.56,147.7,144.56,144.89,22459332.0
2019-07-17,MSFT,185.85,188.18,180.77,181.34,26568611.0
2019-07-18,AAPL,144.89,145.9,137.39,139.22,23085237.0
2019-07-18,MSFT,181.34,181.67,177.81,178.12,24152836.0
2019-07-19,AAPL,139.22,140.46,137.59,139.99,23784455.0
2019-07-19,MSFT,178.12,179.08,174.26,175.06,12117826.0
2019-07-22,AAPL,139.99,140.35,137.75,137.91,23718437.0
2019-07-22,MSFT,175.06,178.26,173.91,177.24,13773623.0
2019-07-23,AAPL,137.91,138.49,136.37,136.89,8184590.0
2019-07-23,MSFT,177.24,178.3,177.04,177.99,29034519.0
2019-07-24,AAPL,136.89,136.99,135.0,135.37,21654466.0
2019-07-24,MSFT,177.99,182.53,177.29,179.77,24749493.0
2019-07-25,AAPL,135.37,135.52,134.77,135.07,24083238.0
2019-07-25,MSFT,179.77,181.11,173.91,174.7,28288465.0
2019-07-26,AAPL,135.07,137.96,134.99,137.87,10094524.0
2019-07-26,MSFT,174.7,174.9,170.23,170.73,27836991.0
2019-07-29,AAPL,137.87,138.56,137.38,138.34,16912015.0
2019-07-29,MSFT,170.73,173.28,168.98,172.58,15852415.0
2019-07-30,AAPL,138.34,139.64,136.38,137.99,27830401.0
2019-07-30,MSFT,172.58,172.81,164.75,165.25,8235719.0
2019-07-31,AAPL,137.99,138.07,135.23,135.37,15370249.0
2019-07-31,MSFT,165.25,168.93,164.54,168.53,10714173.0
2019-08-01,AAPL,135.37,138.04,129.76,131.2,23828950.0
2019-08-01,MSFT,168.53,168.86,163.26,163.81,12354886.0
2019-08-02,AAPL,131.2,131.25,129.95,130.06,18258652.0
2019-08-02,MSFT,163.81,166.51,163.49,166.06,25871317.0
2019-08-05,AAPL,130.06,131.69,129.27,129.98,21443908.0
2019-08-05,MSFT,166.06,166.48,163.41,163.81,11906126.0
2019-08-06,AAPL,129.98,134.56,129.7,134.45,20662650.0
2019-08-06,MSFT,163.81,166.96,162.62,166.6,14032146.0
2019-08-07,AAPL,134.45,136.02,133.74,134.84,21273598.0
2019-08-07,MSFT,166.6,175.35,166.53,175.3,26282694.0
2019-08-08,AAPL,134.84,138.35,134.05,137.43,24484381.0
2019-08-08,MSFT,175.3,175.39,169.06,169.19,9088767.0
2019-08-09,AAPL,137.43,138.29,135.17,136.19,27608942.0
2019-08-09,MSFT,169.19,171.33,169.04,171.11,21590366.0
2019-08-12,AAPL,136.19,136.52,132.78,133.23,12391653.0
2019-08-12,MSFT,171.11,172.29,165.74,166.37,18790192.0
2019-08-13,AAPL,133.23,133.69,130.02,130.88,28207678.0
2019-08-13,MSFT,166.37,168.35,165.78,167.55,29611265.0
2019-08-14,AAPL,130.88,130.92,129.12,129.15,20696555.0
2019-08-14,MSFT,167.55,169.36,165.37,167.06,17235061.0
2019-08-15,AAPL,129.15,135.8,128.16,134.51,19890935.0
2019-08-15,MSFT,167.06,168.36,166.45,167.46,18030861.0
2019-08-16,AAPL,134.51,135.15,131.46,132.49,13193241.0
2019-08-16,MSFT,167.46,167.49,165.06,165.14,26250446.0
2019-08-19,AAPL,132.49,135.68,132.1,134.66,15416735.0
2019-08-19,MSFT,165.14,167.68,164.61,167.24,29792126.0
2019-08-20,AAPL,134.66,135.92,131.11,132.44,21290633.0
2019-08-20,MSFT,167.24,168.66,162.36,163.52,23232034.0
2019-08-21,AAPL,132.44,134.97,132.32,134.85,14093349.0
2019-08-21,MSFT,163.52,167.22,163.17,166.81,22451996.0
2019-08-22,AAPL,134.85,136.97,133.74,135.89,12182111.0
2019-08-22,MSFT,166.81,167.39,165.55,165.8,26903487.0
2019-08-23,AAPL,135.89,135.9,135.53,135.54,25476971.0
2019-08-23,MSFT,165.8,166.2,161.82,162.23,29493168.0
2019-08-26,AAPL,135.54,137.63,134.01,135.5,15385721.0
2019-08-26,MSFT,162.23,166.66,161.69,166.42,23367572.0
2019-08-27,AAPL,135.5,135.6,133.73,133.89,21115133.0
2019-08-27,MSFT,166.42,166.87,165.81,166.3,12309387.0
2019-08-28,AAPL,133.89,135.18,133.84,135.07,5779732.0
2019-08-28,MSFT,166.3,173.54,165.34,171.43,21054374.0
2019-08-29,AAPL,135.07,135.7,132.63,133.97,6931650.0
2019-08-29,MSFT,171.43,175.4,171.23,174.82,10904553.0
2019-08-30,AAPL,133.97,135.47,129.92,130.96,26204308.0
2019-08-30,MSFT,174.82,175.12,171.96,172.7,17504428.0
2019-09-02,AAPL,130.96,131.22,127.7,127.89,8554650.0
2019-09-02,MSFT,172.7,173.32,171.87,172.53,16111562.0
2019-09-03,AAPL,127.89,129.5,127.42,128.36,24895052.0
2019-09-03,MSFT,172.53,173.57,170.84,172.92,29688832.0
2019-09-04,AAPL,128.36,132.53,127.94,132.3,27504647.0
2019-09-04,MSFT,172.92,177.81,172.43,177.19,18858404.0
2019-09-05,AAPL,132.3,133.02,131.92,132.76,17034901.0
2019-09-05,MSFT,177.19,179.05,175.95,178.48,28979120.0
2019-09-06,AAPL,132.76,132.86,132.44,132.52,27112453.0
2019-09-06,MSFT,178.48,179.69,178.2,179.04,25203415.0
2019-09-09,AAPL,132.52,133.45,132.35,133.29,15680673.0
2019-09-09,MSFT,179.04,180.21,176.72,178.54,26221324.0
2019-09-10,AAPL,133.29,136.93,132.66,136.68,28795811.0
2019-09-10,MSFT,178.54,178.78,178.2,178.46,9231858.0
2019-09-11,AAPL,136.68,138.16,136.1,137.3,10927883.0
2019-09-11,MSFT,178.46,183.0,178.16,182.23,24382980.0
2019-09-12,AAPL,137.3,137.87,135.64,136.3,15696274.0
2019-09-12,MSFT,182.23,183.07,181.7,182.3,11287066.0
2019-09-13,AAPL,136.3,140.15,135.1,139.24,14722848.0
2019-09-13,MSFT,182.3,183.46,180.28,181.23,19438988.0
2019-09-16,AAPL,139.24,140.67,139.15,140.43,24601522.0
2019-09-16,MSFT,181.23,181.81,179.13,179.69,17153896.0
2019-09-17,AAPL,140.43,144.83,140.2,144.62,6092956.0
2019-09-17,MSFT,179.69,181.24,176.92,178.19,11493834.0
2019-09-18,AAPL,144.62,145.57,144.41,145.19,25705625.0
2019-09-18,MSFT,178.19,178.22,174.35,174.36,29621679.0
2019-09-19,AAPL,145.19,145.21,141.91,141.92,5585780.0
2019-09-19,MSFT,174.36,176.05,170.31,172.38,26885975.0
2019-09-20,AAPL,141.92,142.7,138.06,138.36,12892422.0
2019-09-20,MSFT,172.38,177.05,172.14,176.56,19356218.0
2019-09-23,AAPL,138.36,143.86,137.46,142.8,19901706.0
2019-09-23,MSFT,176.56,176.93,175.83,176.04,5270403.0
2019-09-24,AAPL,142.8,147.86,142.59,147.59,8633442.0
2019-09-24,MSFT,176.04,179.33,173.93,178.07,9581732.0
2019-09-25,AAPL,147.59,148.82,145.79,147.15,17252922.0
2019-09-25,MSFT,178.07,178.63,170.65,171.31,10685999.0
2019-09-26,AAPL,147.15,147.41,145.92,146.15,29925659.0
2019-09-26,MSFT,171.31,173.36,169.95,172.91,29297854.0
2019-09-27,AAPL,146.15,151.18,144.99,150.31,5755480.0
2019-09-27,MSFT,172.91,174.19,170.5,172.54,15093311.0
2019-09-30,AAPL,150.31,150.92,146.86,147.26,19794058.0
2019-09-30,MSFT,172.54,172.93,170.47,171.29,6168360.0
2019-10-01,AAPL,147.26,147.99,144.5,144.85,19933397.0
2019-10-01,MSFT,171.29,171.95,171.18,171.84,19653928.0
2019-10-02,AAPL,144.85,146.9,144.44,146.68,6705623.0
2019-10-02,MSFT,171.84,172.0,170.33,170.57,28760895.0
2019-10-03,AAPL,146.68,147.14,145.11,145.65,21255306.0
2019-10-03,MSFT,170.57,170.98,163.95,165.01,16100298.0
2019-10-04,AAPL,145.65,146.25,144.62,145.7,18025009.0
2019-10-04,MSFT,165.01,167.78,164.7,167.49,9395395.0
2019-10-07,AAPL,145.7,145.94,144.87,145.31,22044733.0
2019-10-07,MSFT,167.49,168.38,167.34,168.19,26969816.0
2019-10-08,AAPL,145.31,146.49,145.09,146.3,12437550.0
2019-10-08,MSFT,168.19,168.26,167.26,167.42,7619954.0
2019-10-09,AAPL,146.3,150.98,145.6,150.31,11390693.0
2019-10-09,MSFT,167.42,167.47,164.92,164.95,28338211.0
2019-10-10,AAPL,150.31,151.32,149.0,150.63,23398965.0
2019-10-10,MSFT,164.95,165.03,161.19,161.23,10558223.0
2019-10-11,AAPL,150.63,152.58,150.58,152.54,23039481.0
2019-10-11,MSFT,161.23,162.05,161.04,161.86,8454135.0
2019-10-14,AAPL,152.54,154.11,145.01,146.8,9042957.0
2019-10-14,MSFT,161.86,166.75,161.69,166.08,13717719.0
